序号,子集,掉落种类,物品id,说明,最小数量,最大数量,权重,备注
13528,56000009,锤子,44055,24-25阶,1,1,10,
13529,56000009,锤子,44056,24-25阶,1,1,10,
13530,56000009,锤子,44057,24-25阶,1,1,10,
13531,56000009,锤子,44058,24-25阶,1,1,10,
13532,56000009,锤子,44059,24-25阶,1,1,10,
13533,56000009,锤子,44060,24-25阶,1,1,10,
13534,56000009,锤子,44061,24-25阶,1,1,10,
13535,56000009,锤子,44062,24-25阶,1,1,10,
13536,56000009,锤子,44063,24-25阶,1,1,10,
13537,56000009,胸甲,49676,24-25阶绿,1,1,63,
13538,56000009,胸甲,49677,24-25阶绿,1,1,63,
13539,56000009,胸甲,49678,24-25阶绿,1,1,63,
13540,56000009,胸甲,49679,24-25阶绿,1,1,63,
13541,56000009,胸甲,49680,24-25阶绿,1,1,63,
13542,56000009,鞋子,49681,24-25阶绿,1,1,63,
13543,56000009,鞋子,49682,24-25阶绿,1,1,63,
13544,56000009,鞋子,49683,24-25阶绿,1,1,63,
13545,56000009,鞋子,49684,24-25阶绿,1,1,63,
13546,56000009,鞋子,49685,24-25阶绿,1,1,63,
13547,56000009,项链,49686,24-25阶绿,1,1,13,
13548,56000009,项链,49687,24-25阶绿,1,1,13,
13549,56000009,项链,49688,24-25阶绿,1,1,13,
13550,56000009,项链,49689,24-25阶绿,1,1,13,
13551,56000009,项链,49690,24-25阶绿,1,1,13,
13552,56000009,项链,49691,24-25阶绿,1,1,13,
13553,56000009,项链,49692,24-25阶绿,1,1,13,
13554,56000009,项链,49693,24-25阶绿,1,1,13,
13555,56000009,项链,49694,24-25阶绿,1,1,13,
13556,56000009,项链,49695,24-25阶绿,1,1,13,
13557,56000009,项链,49696,24-25阶绿,1,1,13,
13558,56000009,项链,49697,24-25阶绿,1,1,13,
13559,56000009,项链,49698,24-25阶绿,1,1,13,
13560,56000009,项链,49699,24-25阶绿,1,1,13,
13561,56000009,项链,49700,24-25阶绿,1,1,13,
13562,56000009,项链,49701,24-25阶绿,1,1,13,
13563,56000009,项链,49702,24-25阶绿,1,1,13,
13564,56000009,项链,49703,24-25阶绿,1,1,13,
13565,56000009,项链,49704,24-25阶绿,1,1,13,
13566,56000009,项链,49705,24-25阶绿,1,1,13,
13567,56000009,项链,49706,24-25阶绿,1,1,13,
13568,56000009,项链,49707,24-25阶绿,1,1,13,
13569,56000009,项链,49708,24-25阶绿,1,1,13,
13570,56000009,项链,49709,24-25阶绿,1,1,13,
13571,56000009,头盔,49710,24-25阶绿,1,1,18,
13572,56000009,头盔,49711,24-25阶绿,1,1,18,
13573,56000009,头盔,49712,24-25阶绿,1,1,18,
13574,56000009,头盔,49713,24-25阶绿,1,1,18,
13575,56000009,头盔,49714,24-25阶绿,1,1,18,
13576,56000009,头盔,49715,24-25阶绿,1,1,18,
13577,56000009,头盔,49716,24-25阶绿,1,1,18,
13578,56000009,头盔,49717,24-25阶绿,1,1,18,
13579,56000009,头盔,49718,24-25阶绿,1,1,18,
13580,56000009,头盔,49719,24-25阶绿,1,1,18,
13581,56000009,头盔,49720,24-25阶绿,1,1,18,
13582,56000009,头盔,49721,24-25阶绿,1,1,18,
13583,56000009,头盔,49722,24-25阶绿,1,1,18,
13584,56000009,头盔,49723,24-25阶绿,1,1,18,
13585,56000009,头盔,49724,24-25阶绿,1,1,18,
13586,56000009,头盔,49725,24-25阶绿,1,1,18,
13587,56000009,头盔,49726,24-25阶绿,1,1,18,
13588,56000009,头盔,49727,24-25阶绿,1,1,18,
13589,56000009,手腕,49728,24-25阶绿,1,1,35,
13590,56000009,手腕,49729,24-25阶绿,1,1,35,
13591,56000009,手腕,49730,24-25阶绿,1,1,35,
13592,56000009,手腕,49731,24-25阶绿,1,1,35,
13593,56000009,手腕,49732,24-25阶绿,1,1,35,
13594,56000009,手腕,49733,24-25阶绿,1,1,35,
13595,56000009,手腕,49734,24-25阶绿,1,1,35,
13596,56000009,手腕,49735,24-25阶绿,1,1,35,
13597,56000009,手腕,49736,24-25阶绿,1,1,35,
13598,56000009,戒指,49737,24-25阶绿,1,1,21,
13599,56000009,戒指,49738,24-25阶绿,1,1,21,
13600,56000009,戒指,49739,24-25阶绿,1,1,21,
13601,56000009,戒指,49740,24-25阶绿,1,1,21,
13602,56000009,戒指,49741,24-25阶绿,1,1,21,
13603,56000009,戒指,49742,24-25阶绿,1,1,21,
13604,56000009,戒指,49743,24-25阶绿,1,1,21,
13605,56000009,戒指,49744,24-25阶绿,1,1,21,
13606,56000009,戒指,49745,24-25阶绿,1,1,21,
13607,56000009,戒指,49746,24-25阶绿,1,1,21,
13608,56000009,戒指,49747,24-25阶绿,1,1,21,
13609,56000009,戒指,49748,24-25阶绿,1,1,21,
13610,56000009,戒指,49749,24-25阶绿,1,1,21,
13611,56000009,戒指,49750,24-25阶绿,1,1,21,
13612,56000009,戒指,49751,24-25阶绿,1,1,21,
13613,56000009,肩甲,49752,24-25阶绿,1,1,13,
13614,56000009,肩甲,49753,24-25阶绿,1,1,13,
13615,56000009,肩甲,49754,24-25阶绿,1,1,13,
13616,56000009,肩甲,49755,24-25阶绿,1,1,13,
13617,56000009,肩甲,49756,24-25阶绿,1,1,13,
13618,56000009,肩甲,49757,24-25阶绿,1,1,13,
13619,56000009,肩甲,49758,24-25阶绿,1,1,13,
13620,56000009,肩甲,49759,24-25阶绿,1,1,13,
13621,56000009,肩甲,49760,24-25阶绿,1,1,13,
13622,56000009,肩甲,49761,24-25阶绿,1,1,13,
13623,56000009,肩甲,49762,24-25阶绿,1,1,13,
13624,56000009,肩甲,49763,24-25阶绿,1,1,13,
13625,56000009,肩甲,49764,24-25阶绿,1,1,13,
13626,56000009,肩甲,49765,24-25阶绿,1,1,13,
13627,56000009,肩甲,49766,24-25阶绿,1,1,13,
13628,56000009,肩甲,49767,24-25阶绿,1,1,13,
13629,56000009,肩甲,49768,24-25阶绿,1,1,13,
13630,56000009,肩甲,49769,24-25阶绿,1,1,13,
13631,56000009,肩甲,49770,24-25阶绿,1,1,13,
13632,56000009,肩甲,49771,24-25阶绿,1,1,13,
13633,56000009,肩甲,49772,24-25阶绿,1,1,13,
13634,56000009,肩甲,49773,24-25阶绿,1,1,13,
13635,56000009,肩甲,49774,24-25阶绿,1,1,13,
13636,56000009,肩甲,49775,24-25阶绿,1,1,13,
13637,56000009,火把,49776,24-25阶绿,1,1,13,
13638,56000009,火把,49777,24-25阶绿,1,1,13,
13639,56000009,火把,49778,24-25阶绿,1,1,13,
13640,56000009,火把,49779,24-25阶绿,1,1,13,
13641,56000009,火把,49780,24-25阶绿,1,1,13,
13642,56000009,火把,49781,24-25阶绿,1,1,13,
13643,56000009,火把,49782,24-25阶绿,1,1,13,
13644,56000009,火把,49783,24-25阶绿,1,1,13,
13645,56000009,火把,49784,24-25阶绿,1,1,13,
13646,56000009,火把,49785,24-25阶绿,1,1,13,
13647,56000009,火把,49786,24-25阶绿,1,1,13,
13648,56000009,火把,49787,24-25阶绿,1,1,13,
13649,56000009,火把,49788,24-25阶绿,1,1,13,
13650,56000009,火把,49789,24-25阶绿,1,1,13,
13651,56000009,火把,49790,24-25阶绿,1,1,13,
13652,56000009,火把,49791,24-25阶绿,1,1,13,
13653,56000009,火把,49792,24-25阶绿,1,1,13,
13654,56000009,火把,49793,24-25阶绿,1,1,13,
13655,56000009,火把,49794,24-25阶绿,1,1,13,
13656,56000009,火把,49795,24-25阶绿,1,1,13,
13657,56000009,火把,49796,24-25阶绿,1,1,13,
13658,56000009,火把,49797,24-25阶绿,1,1,13,
13659,56000009,火把,49798,24-25阶绿,1,1,13,
13660,56000009,火把,49799,24-25阶绿,1,1,13,
13661,56000009,斧子,49800,24-25阶绿,1,1,4,
13662,56000009,斧子,49801,24-25阶绿,1,1,4,
13663,56000009,斧子,49802,24-25阶绿,1,1,4,
13664,56000009,斧子,49803,24-25阶绿,1,1,4,
13665,56000009,斧子,49804,24-25阶绿,1,1,4,
13666,56000009,斧子,49805,24-25阶绿,1,1,4,
13667,56000009,斧子,49806,24-25阶绿,1,1,4,
13668,56000009,斧子,49807,24-25阶绿,1,1,4,
13669,56000009,斧子,49808,24-25阶绿,1,1,4,
13670,56000009,斧子,49809,24-25阶绿,1,1,4,
13671,56000009,斧子,49810,24-25阶绿,1,1,4,
13672,56000009,斧子,49811,24-25阶绿,1,1,4,
13673,56000009,斧子,49812,24-25阶绿,1,1,4,
13674,56000009,斧子,49813,24-25阶绿,1,1,4,
13675,56000009,斧子,49814,24-25阶绿,1,1,4,
13676,56000009,斧子,49815,24-25阶绿,1,1,4,
13677,56000009,斧子,49816,24-25阶绿,1,1,4,
13678,56000009,斧子,49817,24-25阶绿,1,1,4,
13679,56000009,斧子,49818,24-25阶绿,1,1,4,
13680,56000009,斧子,49819,24-25阶绿,1,1,4,
13681,56000009,斧子,49820,24-25阶绿,1,1,4,
13682,56000009,斧子,49821,24-25阶绿,1,1,4,
13683,56000009,斧子,49822,24-25阶绿,1,1,4,
13684,56000009,斧子,49823,24-25阶绿,1,1,4,
13685,56000009,法杖,49824,24-25阶绿,1,1,4,
13686,56000009,法杖,49825,24-25阶绿,1,1,4,
13687,56000009,法杖,49826,24-25阶绿,1,1,4,
13688,56000009,法杖,49827,24-25阶绿,1,1,4,
13689,56000009,法杖,49828,24-25阶绿,1,1,4,
13690,56000009,法杖,49829,24-25阶绿,1,1,4,
13691,56000009,法杖,49830,24-25阶绿,1,1,4,
13692,56000009,法杖,49831,24-25阶绿,1,1,4,
13693,56000009,法杖,49832,24-25阶绿,1,1,4,
13694,56000009,法杖,49833,24-25阶绿,1,1,4,
13695,56000009,法杖,49834,24-25阶绿,1,1,4,
13696,56000009,法杖,49835,24-25阶绿,1,1,4,
13697,56000009,法杖,49836,24-25阶绿,1,1,4,
13698,56000009,法杖,49837,24-25阶绿,1,1,4,
13699,56000009,法杖,49838,24-25阶绿,1,1,4,
13700,56000009,法杖,49839,24-25阶绿,1,1,4,
13701,56000009,法杖,49840,24-25阶绿,1,1,4,
13702,56000009,法杖,49841,24-25阶绿,1,1,4,
13703,56000009,法杖,49842,24-25阶绿,1,1,4,
13704,56000009,法杖,49843,24-25阶绿,1,1,4,
13705,56000009,法杖,49844,24-25阶绿,1,1,4,
13706,56000009,法杖,49845,24-25阶绿,1,1,4,
13707,56000009,法杖,49846,24-25阶绿,1,1,4,
13708,56000009,法杖,49847,24-25阶绿,1,1,4,
13709,56000009,短剑,49848,24-25阶绿,1,1,4,
13710,56000009,短剑,49849,24-25阶绿,1,1,4,
13711,56000009,短剑,49850,24-25阶绿,1,1,4,
13712,56000009,短剑,49851,24-25阶绿,1,1,4,
13713,56000009,短剑,49852,24-25阶绿,1,1,4,
13714,56000009,短剑,49853,24-25阶绿,1,1,4,
13715,56000009,短剑,49854,24-25阶绿,1,1,4,
13716,56000009,短剑,49855,24-25阶绿,1,1,4,
13717,56000009,短剑,49856,24-25阶绿,1,1,4,
13718,56000009,短剑,49857,24-25阶绿,1,1,4,
13719,56000009,短剑,49858,24-25阶绿,1,1,4,
13720,56000009,短剑,49859,24-25阶绿,1,1,4,
13721,56000009,短剑,49860,24-25阶绿,1,1,4,
13722,56000009,短剑,49861,24-25阶绿,1,1,4,
13723,56000009,短剑,49862,24-25阶绿,1,1,4,
13724,56000009,短剑,49863,24-25阶绿,1,1,4,
13725,56000009,短剑,49864,24-25阶绿,1,1,4,
13726,56000009,短剑,49865,24-25阶绿,1,1,4,
13727,56000009,短剑,49866,24-25阶绿,1,1,4,
13728,56000009,短剑,49867,24-25阶绿,1,1,4,
13729,56000009,短剑,49868,24-25阶绿,1,1,4,
13730,56000009,短剑,49869,24-25阶绿,1,1,4,
13731,56000009,短剑,49870,24-25阶绿,1,1,4,
13732,56000009,短剑,49871,24-25阶绿,1,1,4,
13733,56000009,大剑,49872,24-25阶绿,1,1,4,
13734,56000009,大剑,49873,24-25阶绿,1,1,4,
13735,56000009,大剑,49874,24-25阶绿,1,1,4,
13736,56000009,大剑,49875,24-25阶绿,1,1,4,
13737,56000009,大剑,49876,24-25阶绿,1,1,4,
13738,56000009,大剑,49877,24-25阶绿,1,1,4,
13739,56000009,大剑,49878,24-25阶绿,1,1,4,
13740,56000009,大剑,49879,24-25阶绿,1,1,4,
13741,56000009,大剑,49880,24-25阶绿,1,1,4,
13742,56000009,大剑,49881,24-25阶绿,1,1,4,
13743,56000009,大剑,49882,24-25阶绿,1,1,4,
13744,56000009,大剑,49883,24-25阶绿,1,1,4,
13745,56000009,大剑,49884,24-25阶绿,1,1,4,
13746,56000009,大剑,49885,24-25阶绿,1,1,4,
13747,56000009,大剑,49886,24-25阶绿,1,1,4,
13748,56000009,大剑,49887,24-25阶绿,1,1,4,
13749,56000009,大剑,49888,24-25阶绿,1,1,4,
13750,56000009,大剑,49889,24-25阶绿,1,1,4,
13751,56000009,大剑,49890,24-25阶绿,1,1,4,
13752,56000009,大剑,49891,24-25阶绿,1,1,4,
13753,56000009,大剑,49892,24-25阶绿,1,1,4,
13754,56000009,大剑,49893,24-25阶绿,1,1,4,
13755,56000009,大剑,49894,24-25阶绿,1,1,4,
13756,56000009,大剑,49895,24-25阶绿,1,1,4,
13757,56000009,锤子,49896,24-25阶绿,1,1,4,
13758,56000009,锤子,49897,24-25阶绿,1,1,4,
13759,56000009,锤子,49898,24-25阶绿,1,1,4,
13760,56000009,锤子,49899,24-25阶绿,1,1,4,
13761,56000009,锤子,49900,24-25阶绿,1,1,4,
13762,56000009,锤子,49901,24-25阶绿,1,1,4,
13763,56000009,锤子,49902,24-25阶绿,1,1,4,
13764,56000009,锤子,49903,24-25阶绿,1,1,4,
13765,56000009,锤子,49904,24-25阶绿,1,1,4,
13766,56000009,锤子,49905,24-25阶绿,1,1,4,
13767,56000009,锤子,49906,24-25阶绿,1,1,4,
13768,56000009,锤子,49907,24-25阶绿,1,1,4,
13769,56000009,锤子,49908,24-25阶绿,1,1,4,
13770,56000009,锤子,49909,24-25阶绿,1,1,4,
13771,56000009,锤子,49910,24-25阶绿,1,1,4,
13772,56000009,锤子,49911,24-25阶绿,1,1,4,
13773,56000009,锤子,49912,24-25阶绿,1,1,4,
13774,56000009,锤子,49913,24-25阶绿,1,1,4,
13775,56000009,锤子,49914,24-25阶绿,1,1,4,
13776,56000009,锤子,49915,24-25阶绿,1,1,4,
13777,56000009,锤子,49916,24-25阶绿,1,1,4,
13778,56000009,锤子,49917,24-25阶绿,1,1,4,
13779,56000009,锤子,49918,24-25阶绿,1,1,4,
13780,56000009,锤子,49919,24-25阶绿,1,1,4,
13781,56000009,胸甲,49920,24-25阶绿,1,1,63,
13782,56000009,胸甲,49921,24-25阶绿,1,1,63,
13783,56000009,胸甲,49922,24-25阶绿,1,1,63,
13784,56000009,胸甲,49923,24-25阶绿,1,1,63,
13785,56000009,胸甲,49924,24-25阶绿,1,1,63,
13786,56000009,鞋子,49925,24-25阶绿,1,1,63,
13787,56000009,鞋子,49926,24-25阶绿,1,1,63,
13788,56000009,鞋子,49927,24-25阶绿,1,1,63,
13789,56000009,鞋子,49928,24-25阶绿,1,1,63,
13790,56000009,鞋子,49929,24-25阶绿,1,1,63,
13791,56000009,项链,49930,24-25阶绿,1,1,13,
13792,56000009,项链,49931,24-25阶绿,1,1,13,
13793,56000009,项链,49932,24-25阶绿,1,1,13,
13794,56000009,项链,49933,24-25阶绿,1,1,13,
13795,56000009,项链,49934,24-25阶绿,1,1,13,
13796,56000009,项链,49935,24-25阶绿,1,1,13,
13797,56000009,项链,49936,24-25阶绿,1,1,13,
13798,56000009,项链,49937,24-25阶绿,1,1,13,
13799,56000009,项链,49938,24-25阶绿,1,1,13,
13800,56000009,项链,49939,24-25阶绿,1,1,13,
13801,56000009,项链,49940,24-25阶绿,1,1,13,
13802,56000009,项链,49941,24-25阶绿,1,1,13,
13803,56000009,项链,49942,24-25阶绿,1,1,13,
13804,56000009,项链,49943,24-25阶绿,1,1,13,
13805,56000009,项链,49944,24-25阶绿,1,1,13,
13806,56000009,项链,49945,24-25阶绿,1,1,13,
13807,56000009,项链,49946,24-25阶绿,1,1,13,
13808,56000009,项链,49947,24-25阶绿,1,1,13,
13809,56000009,项链,49948,24-25阶绿,1,1,13,
13810,56000009,项链,49949,24-25阶绿,1,1,13,
13811,56000009,项链,49950,24-25阶绿,1,1,13,
13812,56000009,项链,49951,24-25阶绿,1,1,13,
13813,56000009,项链,49952,24-25阶绿,1,1,13,
13814,56000009,项链,49953,24-25阶绿,1,1,13,
13815,56000009,头盔,49954,24-25阶绿,1,1,18,
13816,56000009,头盔,49955,24-25阶绿,1,1,18,
13817,56000009,头盔,49956,24-25阶绿,1,1,18,
13818,56000009,头盔,49957,24-25阶绿,1,1,18,
13819,56000009,头盔,49958,24-25阶绿,1,1,18,
13820,56000009,头盔,49959,24-25阶绿,1,1,18,
13821,56000009,头盔,49960,24-25阶绿,1,1,18,
13822,56000009,头盔,49961,24-25阶绿,1,1,18,
13823,56000009,头盔,49962,24-25阶绿,1,1,18,
13824,56000009,头盔,49963,24-25阶绿,1,1,18,
13825,56000009,头盔,49964,24-25阶绿,1,1,18,
13826,56000009,头盔,49965,24-25阶绿,1,1,18,
13827,56000009,头盔,49966,24-25阶绿,1,1,18,
13828,56000009,头盔,49967,24-25阶绿,1,1,18,
13829,56000009,头盔,49968,24-25阶绿,1,1,18,
13830,56000009,头盔,49969,24-25阶绿,1,1,18,
13831,56000009,头盔,49970,24-25阶绿,1,1,18,
13832,56000009,头盔,49971,24-25阶绿,1,1,18,
13833,56000009,手腕,49972,24-25阶绿,1,1,35,
13834,56000009,手腕,49973,24-25阶绿,1,1,35,
13835,56000009,手腕,49974,24-25阶绿,1,1,35,
13836,56000009,手腕,49975,24-25阶绿,1,1,35,
13837,56000009,手腕,49976,24-25阶绿,1,1,35,
13838,56000009,手腕,49977,24-25阶绿,1,1,35,
13839,56000009,手腕,49978,24-25阶绿,1,1,35,
13840,56000009,手腕,49979,24-25阶绿,1,1,35,
13841,56000009,手腕,49980,24-25阶绿,1,1,35,
13842,56000009,戒指,49981,24-25阶绿,1,1,21,
13843,56000009,戒指,49982,24-25阶绿,1,1,21,
13844,56000009,戒指,49983,24-25阶绿,1,1,21,
13845,56000009,戒指,49984,24-25阶绿,1,1,21,
13846,56000009,戒指,49985,24-25阶绿,1,1,21,
13847,56000009,戒指,49986,24-25阶绿,1,1,21,
13848,56000009,戒指,49987,24-25阶绿,1,1,21,
13849,56000009,戒指,49988,24-25阶绿,1,1,21,
13850,56000009,戒指,49989,24-25阶绿,1,1,21,
13851,56000009,戒指,49990,24-25阶绿,1,1,21,
13852,56000009,戒指,49991,24-25阶绿,1,1,21,
13853,56000009,戒指,49992,24-25阶绿,1,1,21,
13854,56000009,戒指,49993,24-25阶绿,1,1,21,
13855,56000009,戒指,49994,24-25阶绿,1,1,21,
13856,56000009,戒指,49995,24-25阶绿,1,1,21,
13857,56000009,肩甲,49996,24-25阶绿,1,1,13,
13858,56000009,肩甲,49997,24-25阶绿,1,1,13,
13859,56000009,肩甲,49998,24-25阶绿,1,1,13,
13860,56000009,肩甲,49999,24-25阶绿,1,1,13,
13861,56000009,肩甲,50000,24-25阶绿,1,1,13,
13862,56000009,肩甲,50001,24-25阶绿,1,1,13,
13863,56000009,肩甲,50002,24-25阶绿,1,1,13,
13864,56000009,肩甲,50003,24-25阶绿,1,1,13,
13865,56000009,肩甲,50004,24-25阶绿,1,1,13,
13866,56000009,肩甲,50005,24-25阶绿,1,1,13,
13867,56000009,肩甲,50006,24-25阶绿,1,1,13,
13868,56000009,肩甲,50007,24-25阶绿,1,1,13,
13869,56000009,肩甲,50008,24-25阶绿,1,1,13,
13870,56000009,肩甲,50009,24-25阶绿,1,1,13,
13871,56000009,肩甲,50010,24-25阶绿,1,1,13,
13872,56000009,肩甲,50011,24-25阶绿,1,1,13,
13873,56000009,肩甲,50012,24-25阶绿,1,1,13,
13874,56000009,肩甲,50013,24-25阶绿,1,1,13,
13875,56000009,肩甲,50014,24-25阶绿,1,1,13,
13876,56000009,肩甲,50015,24-25阶绿,1,1,13,
13877,56000009,肩甲,50016,24-25阶绿,1,1,13,
13878,56000009,肩甲,50017,24-25阶绿,1,1,13,
13879,56000009,肩甲,50018,24-25阶绿,1,1,13,
13880,56000009,肩甲,50019,24-25阶绿,1,1,13,
13881,56000009,火把,50020,24-25阶绿,1,1,13,
13882,56000009,火把,50021,24-25阶绿,1,1,13,
13883,56000009,火把,50022,24-25阶绿,1,1,13,
13884,56000009,火把,50023,24-25阶绿,1,1,13,
13885,56000009,火把,50024,24-25阶绿,1,1,13,
13886,56000009,火把,50025,24-25阶绿,1,1,13,
13887,56000009,火把,50026,24-25阶绿,1,1,13,
13888,56000009,火把,50027,24-25阶绿,1,1,13,
13889,56000009,火把,50028,24-25阶绿,1,1,13,
13890,56000009,火把,50029,24-25阶绿,1,1,13,
13891,56000009,火把,50030,24-25阶绿,1,1,13,
13892,56000009,火把,50031,24-25阶绿,1,1,13,
13893,56000009,火把,50032,24-25阶绿,1,1,13,
13894,56000009,火把,50033,24-25阶绿,1,1,13,
13895,56000009,火把,50034,24-25阶绿,1,1,13,
13896,56000009,火把,50035,24-25阶绿,1,1,13,
13897,56000009,火把,50036,24-25阶绿,1,1,13,
13898,56000009,火把,50037,24-25阶绿,1,1,13,
13899,56000009,火把,50038,24-25阶绿,1,1,13,
13900,56000009,火把,50039,24-25阶绿,1,1,13,
13901,56000009,火把,50040,24-25阶绿,1,1,13,
13902,56000009,火把,50041,24-25阶绿,1,1,13,
13903,56000009,火把,50042,24-25阶绿,1,1,13,
13904,56000009,火把,50043,24-25阶绿,1,1,13,
13905,56000009,斧子,50044,24-25阶绿,1,1,4,
13906,56000009,斧子,50045,24-25阶绿,1,1,4,
13907,56000009,斧子,50046,24-25阶绿,1,1,4,
13908,56000009,斧子,50047,24-25阶绿,1,1,4,
13909,56000009,斧子,50048,24-25阶绿,1,1,4,
13910,56000009,斧子,50049,24-25阶绿,1,1,4,
13911,56000009,斧子,50050,24-25阶绿,1,1,4,
13912,56000009,斧子,50051,24-25阶绿,1,1,4,
13913,56000009,斧子,50052,24-25阶绿,1,1,4,
13914,56000009,斧子,50053,24-25阶绿,1,1,4,
13915,56000009,斧子,50054,24-25阶绿,1,1,4,
13916,56000009,斧子,50055,24-25阶绿,1,1,4,
13917,56000009,斧子,50056,24-25阶绿,1,1,4,
13918,56000009,斧子,50057,24-25阶绿,1,1,4,
13919,56000009,斧子,50058,24-25阶绿,1,1,4,
13920,56000009,斧子,50059,24-25阶绿,1,1,4,
13921,56000009,斧子,50060,24-25阶绿,1,1,4,
13922,56000009,斧子,50061,24-25阶绿,1,1,4,
13923,56000009,斧子,50062,24-25阶绿,1,1,4,
13924,56000009,斧子,50063,24-25阶绿,1,1,4,
13925,56000009,斧子,50064,24-25阶绿,1,1,4,
13926,56000009,斧子,50065,24-25阶绿,1,1,4,
13927,56000009,斧子,50066,24-25阶绿,1,1,4,
13928,56000009,斧子,50067,24-25阶绿,1,1,4,
13929,56000009,法杖,50068,24-25阶绿,1,1,4,
13930,56000009,法杖,50069,24-25阶绿,1,1,4,
13931,56000009,法杖,50070,24-25阶绿,1,1,4,
13932,56000009,法杖,50071,24-25阶绿,1,1,4,
13933,56000009,法杖,50072,24-25阶绿,1,1,4,
13934,56000009,法杖,50073,24-25阶绿,1,1,4,
13935,56000009,法杖,50074,24-25阶绿,1,1,4,
13936,56000009,法杖,50075,24-25阶绿,1,1,4,
13937,56000009,法杖,50076,24-25阶绿,1,1,4,
13938,56000009,法杖,50077,24-25阶绿,1,1,4,
13939,56000009,法杖,50078,24-25阶绿,1,1,4,
13940,56000009,法杖,50079,24-25阶绿,1,1,4,
13941,56000009,法杖,50080,24-25阶绿,1,1,4,
13942,56000009,法杖,50081,24-25阶绿,1,1,4,
13943,56000009,法杖,50082,24-25阶绿,1,1,4,
13944,56000009,法杖,50083,24-25阶绿,1,1,4,
13945,56000009,法杖,50084,24-25阶绿,1,1,4,
13946,56000009,法杖,50085,24-25阶绿,1,1,4,
13947,56000009,法杖,50086,24-25阶绿,1,1,4,
13948,56000009,法杖,50087,24-25阶绿,1,1,4,
13949,56000009,法杖,50088,24-25阶绿,1,1,4,
13950,56000009,法杖,50089,24-25阶绿,1,1,4,
13951,56000009,法杖,50090,24-25阶绿,1,1,4,
13952,56000009,法杖,50091,24-25阶绿,1,1,4,
13953,56000009,短剑,50092,24-25阶绿,1,1,4,
13954,56000009,短剑,50093,24-25阶绿,1,1,4,
13955,56000009,短剑,50094,24-25阶绿,1,1,4,
13956,56000009,短剑,50095,24-25阶绿,1,1,4,
13957,56000009,短剑,50096,24-25阶绿,1,1,4,
13958,56000009,短剑,50097,24-25阶绿,1,1,4,
13959,56000009,短剑,50098,24-25阶绿,1,1,4,
13960,56000009,短剑,50099,24-25阶绿,1,1,4,
13961,56000009,短剑,50100,24-25阶绿,1,1,4,
13962,56000009,短剑,50101,24-25阶绿,1,1,4,
13963,56000009,短剑,50102,24-25阶绿,1,1,4,
13964,56000009,短剑,50103,24-25阶绿,1,1,4,
13965,56000009,短剑,50104,24-25阶绿,1,1,4,
13966,56000009,短剑,50105,24-25阶绿,1,1,4,
13967,56000009,短剑,50106,24-25阶绿,1,1,4,
13968,56000009,短剑,50107,24-25阶绿,1,1,4,
