ID,装备等级,装备类型,职业需求,装备评分,使用部位,能否带回城镇,套装,强化上限,属性1,属性1增加值,属性2,属性2增加值,属性3,属性3增加值,属性4,属性4增加值,属性5,属性5增加值,属性6,属性6增加值,属性7,属性7增加值,属性8,属性8增加值,额外增加攻击速度,背面插槽,背面贴图,侧面插槽,侧面贴图,正面插槽,正面贴图
48438,18,1,0,3897,6,0,0,0,2,141,1,263,10,39,0,153,9,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48439,18,1,0,3897,6,0,0,0,2,141,1,263,12,39,0,153,9,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48440,18,1,0,3897,6,0,0,0,2,141,1,263,13,39,0,153,9,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48441,18,1,0,4563,6,0,0,0,2,141,1,263,10,39,1,153,11,16,0,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48442,18,1,0,4563,6,0,0,0,2,141,1,263,12,39,1,153,11,16,0,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48443,18,1,0,4563,6,0,0,0,2,141,1,263,13,39,1,153,11,16,0,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48444,18,1,0,4473,6,0,0,0,2,141,1,263,10,39,1,153,0,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48445,18,1,0,4473,6,0,0,0,2,141,1,263,12,39,1,153,0,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48446,18,1,0,4473,6,0,0,0,2,141,1,263,13,39,1,153,0,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48447,18,1,0,3897,6,0,0,0,2,141,1,263,10,39,0,153,11,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48448,18,1,0,3897,6,0,0,0,2,141,1,263,12,39,0,153,11,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48449,18,1,0,3897,6,0,0,0,2,141,1,263,13,39,0,153,11,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48450,18,1,0,3897,6,0,0,0,2,141,1,263,10,39,0,153,11,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48451,18,1,0,3897,6,0,0,0,2,141,1,263,12,39,0,153,11,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48452,18,1,0,3897,6,0,0,0,2,141,1,263,13,39,0,153,11,16,14,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48453,18,1,0,3897,6,0,0,0,2,141,1,263,10,39,0,153,9,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48454,18,1,0,3897,6,0,0,0,2,141,1,263,12,39,0,153,9,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48455,18,1,0,3897,6,0,0,0,2,141,1,263,13,39,0,153,9,16,16,6,0,0.07,0,0.14,0,sword01,T5_b_sword03,sword01,T5_s_sword03,sword01,T5_f_sword03
48456,19,2,0,6704,2,0,0,0,6,4,5,14,24,2489,5,32,24,2178,0,9,0,12,0,25,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
48457,19,2,0,3303,2,0,0,0,6,4,5,14,24,2489,5,32,0,2178,9,9,0,12,0,25,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
48458,19,2,0,6559,2,0,0,0,6,4,5,14,24,2489,0,32,24,2178,9,9,0,12,0,25,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
48459,19,2,0,3303,2,0,0,0,6,4,5,14,24,2489,5,32,0,2178,11,9,0,12,0,25,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
48460,19,2,0,6559,2,0,0,0,6,4,5,14,24,2489,0,32,24,2178,11,9,0,12,0,25,0,cloak2|leg_big_right|leg_big_left|cloak|arm_big_right|arm_big_left|chest|belt,T4_b_cloak2|T4_b_leg_big_right|T4_b_leg_big_left|T4_b_cloak|T4_b_arm_big_right|T4_b_arm_big_left|T4_b_chest|T4_b_belt,arm_big_left|leg_big_left|cloak2|cloak|chest|leg_big_right|belt|arm_big_right,T4_s_arm_big_left|T4_s_leg_big_left|T4_s_cloak2|T4_s_cloak|T4_s_chest|T4_s_leg_big_right|T4_s_belt|T4_s_arm_big_right,cloak2|leg_big_left|leg_big_right|arm_big_left|arm_big_right|chest|cloak|belt,T4_f_cloak2|T4_f_leg_big_left|T4_f_leg_big_right|T4_f_arm_big_left|T4_f_arm_big_right|T4_f_chest|T4_f_cloak|T4_f_belt
48461,19,2,0,3050,4,0,0,0,6,7,5,28,24,747,5,18,24,1089,0,6,0,19,0,3,0,foot_right|leg_small_right|leg_small_left|foot_left,T4_b_foot_right|T4_b_leg_small_right|T4_b_leg_small_left|T4_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T4_s_leg_small_left|T4_s_foot_left|T4_s_foot_right|T4_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T4_f_leg_small_left|T4_f_foot_left|T4_f_foot_right|T4_f_leg_small_right
48462,19,2,0,1357,4,0,0,0,6,7,5,28,24,747,5,18,0,1089,14,6,0,19,0,3,0,foot_right|leg_small_right|leg_small_left|foot_left,T4_b_foot_right|T4_b_leg_small_right|T4_b_leg_small_left|T4_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T4_s_leg_small_left|T4_s_foot_left|T4_s_foot_right|T4_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T4_f_leg_small_left|T4_f_foot_left|T4_f_foot_right|T4_f_leg_small_right
48463,19,2,0,2965,4,0,0,0,6,7,5,28,24,747,0,18,24,1089,14,6,0,19,0,3,0,foot_right|leg_small_right|leg_small_left|foot_left,T4_b_foot_right|T4_b_leg_small_right|T4_b_leg_small_left|T4_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T4_s_leg_small_left|T4_s_foot_left|T4_s_foot_right|T4_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T4_f_leg_small_left|T4_f_foot_left|T4_f_foot_right|T4_f_leg_small_right
48464,19,2,0,1357,4,0,0,0,6,7,5,28,24,747,5,18,0,1089,16,6,0,19,0,3,0,foot_right|leg_small_right|leg_small_left|foot_left,T4_b_foot_right|T4_b_leg_small_right|T4_b_leg_small_left|T4_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T4_s_leg_small_left|T4_s_foot_left|T4_s_foot_right|T4_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T4_f_leg_small_left|T4_f_foot_left|T4_f_foot_right|T4_f_leg_small_right
48465,19,2,0,2965,4,0,0,0,6,7,5,28,24,747,0,18,24,1089,16,6,0,19,0,3,0,foot_right|leg_small_right|leg_small_left|foot_left,T4_b_foot_right|T4_b_leg_small_right|T4_b_leg_small_left|T4_b_foot_left,leg_small_left|foot_left|foot_right|leg_small_right,T4_s_leg_small_left|T4_s_foot_left|T4_s_foot_right|T4_s_leg_small_right,leg_small_left|foot_left|foot_right|leg_small_right,T4_f_leg_small_left|T4_f_foot_left|T4_f_foot_right|T4_f_leg_small_right
48466,19,3,0,1430,7,0,0,0,5,10,15,5,25,36,24,363,9,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48467,19,3,0,1430,7,0,0,0,5,10,17,5,25,36,24,363,9,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48468,19,3,0,1430,7,0,0,0,5,10,18,5,25,36,24,363,9,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48469,19,3,0,1415,7,0,0,0,5,10,15,5,25,36,24,363,0,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48470,19,3,0,1415,7,0,0,0,5,10,17,5,25,36,24,363,0,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48471,19,3,0,1415,7,0,0,0,5,10,18,5,25,36,24,363,0,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48472,19,3,0,955,7,0,0,0,5,10,15,5,25,36,0,363,9,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48473,19,3,0,955,7,0,0,0,5,10,17,5,25,36,0,363,9,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48474,19,3,0,955,7,0,0,0,5,10,18,5,25,36,0,363,9,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48475,19,3,0,1430,7,0,0,0,5,10,15,5,25,36,24,363,11,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48476,19,3,0,1430,7,0,0,0,5,10,17,5,25,36,24,363,11,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48477,19,3,0,1430,7,0,0,0,5,10,18,5,25,36,24,363,11,13,0,15,0,44,0,9,0,0,0,0,0,0,0
48478,19,3,0,1415,7,0,0,0,5,10,15,5,25,36,24,363,0,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48479,19,3,0,1415,7,0,0,0,5,10,17,5,25,36,24,363,0,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48480,19,3,0,1415,7,0,0,0,5,10,18,5,25,36,24,363,0,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48481,19,3,0,955,7,0,0,0,5,10,15,5,25,36,0,363,11,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48482,19,3,0,955,7,0,0,0,5,10,17,5,25,36,0,363,11,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48483,19,3,0,955,7,0,0,0,5,10,18,5,25,36,0,363,11,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48484,19,3,0,955,7,0,0,0,5,10,15,5,25,36,0,363,11,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48485,19,3,0,955,7,0,0,0,5,10,17,5,25,36,0,363,11,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48486,19,3,0,955,7,0,0,0,5,10,18,5,25,36,0,363,11,13,14,15,0,44,0,9,0,0,0,0,0,0,0
48487,19,3,0,955,7,0,0,0,5,10,15,5,25,36,0,363,9,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48488,19,3,0,955,7,0,0,0,5,10,17,5,25,36,0,363,9,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48489,19,3,0,955,7,0,0,0,5,10,18,5,25,36,0,363,9,13,16,15,0,44,0,9,0,0,0,0,0,0,0
48490,19,2,0,24076,1,0,0,0,24,996,15,8,25,58,9,18,9,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48491,19,2,0,24076,1,0,0,0,24,996,17,8,25,58,9,18,9,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48492,19,2,0,24076,1,0,0,0,24,996,18,8,25,58,9,18,9,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48493,19,2,0,2461,1,0,0,0,24,996,15,8,25,58,9,18,0,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48494,19,2,0,2461,1,0,0,0,24,996,17,8,25,58,9,18,0,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48495,19,2,0,2461,1,0,0,0,24,996,18,8,25,58,9,18,0,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48496,19,2,0,24001,1,0,0,0,24,996,15,8,25,58,0,18,9,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48497,19,2,0,24001,1,0,0,0,24,996,17,8,25,58,0,18,9,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48498,19,2,0,24001,1,0,0,0,24,996,18,8,25,58,0,18,9,1815,9,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48499,19,2,0,24076,1,0,0,0,24,996,15,8,25,58,11,18,11,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48500,19,2,0,24076,1,0,0,0,24,996,17,8,25,58,11,18,11,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48501,19,2,0,24076,1,0,0,0,24,996,18,8,25,58,11,18,11,1815,0,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48502,19,2,0,2461,1,0,0,0,24,996,15,8,25,58,11,18,0,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48503,19,2,0,2461,1,0,0,0,24,996,17,8,25,58,11,18,0,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48504,19,2,0,2461,1,0,0,0,24,996,18,8,25,58,11,18,0,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48505,19,2,0,24001,1,0,0,0,24,996,15,8,25,58,0,18,11,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48506,19,2,0,24001,1,0,0,0,24,996,17,8,25,58,0,18,11,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48507,19,2,0,24001,1,0,0,0,24,996,18,8,25,58,0,18,11,1815,11,13,0,9,0,3,0,head,T4_b_head,head,T4_s_head,head,T4_f_head
48508,19,2,0,794,5,0,0,0,6,3,5,14,15,22,1,60,5,14,0,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48509,19,2,0,794,5,0,0,0,6,3,5,14,17,22,1,60,5,14,0,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48510,19,2,0,794,5,0,0,0,6,3,5,14,18,22,1,60,5,14,0,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48511,19,2,0,2432,5,0,0,0,6,3,5,14,15,22,1,60,0,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48512,19,2,0,2432,5,0,0,0,6,3,5,14,17,22,1,60,0,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48513,19,2,0,2432,5,0,0,0,6,3,5,14,18,22,1,60,0,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48514,19,2,0,2253,5,0,0,0,6,3,5,14,15,22,0,60,5,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48515,19,2,0,2253,5,0,0,0,6,3,5,14,17,22,0,60,5,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48516,19,2,0,2253,5,0,0,0,6,3,5,14,18,22,0,60,5,14,24,1089,0,0.05,0,0.12,0,hand_right|arm_small_right|arm_small_left,T4_b_hand_right|T4_b_arm_small_right|T4_b_arm_small_left,hand_left|arm_small_left|hand_right|arm_small_right,T4_s_hand_left|T4_s_arm_small_left|T4_s_hand_right|T4_s_arm_small_right,hand_left|arm_small_left|hand_right|arm_small_right,T4_f_hand_left|T4_f_arm_small_left|T4_f_hand_right|T4_f_arm_small_right
48517,19,3,0,1671,8,0,0,0,2,48,1,34,10,44,1,75,9,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48518,19,3,0,1671,8,0,0,0,2,48,1,34,12,44,1,75,9,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48519,19,3,0,1671,8,0,0,0,2,48,1,34,13,44,1,75,9,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48520,19,3,0,1953,8,0,0,0,2,48,1,34,10,44,1,75,0,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48521,19,3,0,1953,8,0,0,0,2,48,1,34,12,44,1,75,0,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48522,19,3,0,1953,8,0,0,0,2,48,1,34,13,44,1,75,0,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48523,19,3,0,1752,8,0,0,0,2,48,1,34,10,44,0,75,9,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48524,19,3,0,1752,8,0,0,0,2,48,1,34,12,44,0,75,9,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48525,19,3,0,1752,8,0,0,0,2,48,1,34,13,44,0,75,9,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48526,19,3,0,1671,8,0,0,0,2,48,1,34,10,44,1,75,11,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48527,19,3,0,1671,8,0,0,0,2,48,1,34,12,44,1,75,11,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48528,19,3,0,1671,8,0,0,0,2,48,1,34,13,44,1,75,11,17,0,19,0,6,0,0.06,0,0,0,0,0,0,0
48529,19,3,0,1752,8,0,0,0,2,48,1,34,10,44,0,75,11,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48530,19,3,0,1752,8,0,0,0,2,48,1,34,12,44,0,75,11,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48531,19,3,0,1752,8,0,0,0,2,48,1,34,13,44,0,75,11,17,20,19,0,6,0,0.06,0,0,0,0,0,0,0
48532,19,2,0,685,3,0,0,0,6,7,5,28,15,15,5,9,9,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48533,19,2,0,685,3,0,0,0,6,7,5,28,17,15,5,9,9,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48534,19,2,0,685,3,0,0,0,6,7,5,28,18,15,5,9,9,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48535,19,2,0,625,3,0,0,0,6,7,5,28,15,15,5,9,0,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48536,19,2,0,625,3,0,0,0,6,7,5,28,17,15,5,9,0,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48537,19,2,0,625,3,0,0,0,6,7,5,28,18,15,5,9,0,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48538,19,2,0,675,3,0,0,0,6,7,5,28,15,15,0,9,9,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48539,19,2,0,675,3,0,0,0,6,7,5,28,17,15,0,9,9,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48540,19,2,0,675,3,0,0,0,6,7,5,28,18,15,0,9,9,13,14,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48541,19,2,0,685,3,0,0,0,6,7,5,28,15,15,5,9,11,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48542,19,2,0,685,3,0,0,0,6,7,5,28,17,15,5,9,11,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48543,19,2,0,685,3,0,0,0,6,7,5,28,18,15,5,9,11,13,0,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48544,19,2,0,625,3,0,0,0,6,7,5,28,15,15,5,9,0,13,16,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
48545,19,2,0,625,3,0,0,0,6,7,5,28,17,15,5,9,0,13,16,9,0,3,0,0.09,0,scapula_left|scapula_right,T4_b_scapula_left|T4_b_scapula_right,scapula_left|scapula_right,T4_s_scapula_left|T4_s_scapula_right,scapula_right|scapula_left,T4_f_scapula_right|T4_f_scapula_left
