KEY,CN,EN
物理攻击最大值 + 18|物理攻击最小值 + 18|暴击伤害 + 0.01,物理攻击最大值 + 18|物理攻击最小值 + 18|暴击伤害 + 0.01,MAX ATK + 18| MAX ATK + 18| crit damage + 0.01
物理防御最大值 + 21|物理防御最小值 + 7|暴击伤害 + 0.01,物理防御最大值 + 21|物理防御最小值 + 7|暴击伤害 + 0.01,MAX DEF + 21| MIN DEF + 7| crit damage + 0.01
物理防御最大值 + 14|物理防御最小值 + 14|暴击伤害 + 0.01,物理防御最大值 + 14|物理防御最小值 + 14|暴击伤害 + 0.01,MAX DEF + 14| MIN DEF + 14| crit damage + 0.01
血量 + 150|能量 + 60|,血量 + 150|能量 + 60|,HP + 150| MP + 60|
能量 + 120|血量 + 75|,能量 + 120|血量 + 75|,MP + 120| HP + 75|
额外金币 + 20|,额外金币 + 20|,Extra gold + 20|
幸运值 + 4|,幸运值 + 4|,LUK + 4|
冰属性攻击 + 15|冰属性防御 + 9|,冰属性攻击 + 15|冰属性防御 + 9|,Ice ATK + 15| ice DEF + 9|
火属性攻击 + 15|火属性防御 + 9|,火属性攻击 + 15|火属性防御 + 9|,Fire ATK + 15| fire DEF + 9|
毒属性攻击 + 15|毒属性防御 + 9|,毒属性攻击 + 15|毒属性防御 + 9|,toxic ATK + 15| toxic DEF + 9|
光属性攻击 + 15|光属性防御 + 9|,光属性攻击 + 15|光属性防御 + 9|,Light ATK + 15| light DEF + 9|
暗属性攻击 + 15|暗属性防御 + 9|,暗属性攻击 + 15|暗属性防御 + 9|,Dark ATK + 15| dark DEF + 9|
物理攻击最大值 + 36|物理攻击最小值 + 12|暴击伤害 + 0.03,物理攻击最大值 + 36|物理攻击最小值 + 12|暴击伤害 + 0.03,MAX ATK + 36| MIN ATK + 12| Crit damage + 0.03
物理攻击最大值 + 24|物理攻击最小值 + 24|暴击伤害 + 0.03,物理攻击最大值 + 24|物理攻击最小值 + 24|暴击伤害 + 0.03,MAX ATK + 24| MIN ATK + 24| Crit damage + 0.03
物理防御最大值 + 26|物理防御最小值 + 9|暴击伤害 + 0.03,物理防御最大值 + 26|物理防御最小值 + 9|暴击伤害 + 0.03,MAX DEF + 26| MIN DEF + 9| Crit damage + 0.03
物理防御最大值 + 17|物理防御最小值 + 17|暴击伤害 + 0.03,物理防御最大值 + 17|物理防御最小值 + 17|暴击伤害 + 0.03,MAX DEF + 17| MIN DEF + 17| Crit damage + 0.03
血量 + 200|能量 + 80|,血量 + 200|能量 + 80|,HP + 200| MP + 80|
能量 + 160|血量 + 100|,能量 + 160|血量 + 100|,MP + 160| HP + 100|
额外金币 + 25|,额外金币 + 25|,Extra gold + 25|
幸运值 + 5|,幸运值 + 5|,LUK + 5|
冰属性攻击 + 20|冰属性防御 + 12|暴击率 + 0.01,冰属性攻击 + 20|冰属性防御 + 12|暴击率 + 0.01,Ice ATK + 20| ice DEF + 12| CRT + 0.01
火属性攻击 + 20|火属性防御 + 12|暴击率 + 0.01,火属性攻击 + 20|火属性防御 + 12|暴击率 + 0.01,Fire ATK + 20| fire DEF + 12| CRT + 0.01
毒属性攻击 + 20|毒属性防御 + 12|暴击率 + 0.01,毒属性攻击 + 20|毒属性防御 + 12|暴击率 + 0.01,toxic ATK + 20| toxic DEF + 12| CRT + 0.01
光属性攻击 + 20|光属性防御 + 12|暴击率 + 0.01,光属性攻击 + 20|光属性防御 + 12|暴击率 + 0.01,Light ATK + 20| light DEF + 12| CRT + 0.01
暗属性攻击 + 20|暗属性防御 + 12|暴击率 + 0.01,暗属性攻击 + 20|暗属性防御 + 12|暴击率 + 0.01,Dark ATK + 20| dark DEF + 12| CRT + 0.01
物理攻击最大值 + 45|物理攻击最小值 + 15|暴击伤害 + 0.05,物理攻击最大值 + 45|物理攻击最小值 + 15|暴击伤害 + 0.05,MAX ATK + 45|MIN ATK + 15| CRT DMG + 0.05
物理攻击最大值 + 30|物理攻击最小值 + 30|暴击伤害 + 0.05,物理攻击最大值 + 30|物理攻击最小值 + 30|暴击伤害 + 0.05,MAX ATK + 30| MIN ATK + 30| CRT DMG + 0.05
物理防御最大值 + 30|物理防御最小值 + 10|暴击伤害 + 0.05,物理防御最大值 + 30|物理防御最小值 + 10|暴击伤害 + 0.05,MAX DEF + 30| MIN DEF + 10| CRT DMG + 0.05
物理防御最大值 + 20|物理防御最小值 + 20|暴击伤害 + 0.05,物理防御最大值 + 20|物理防御最小值 + 20|暴击伤害 + 0.05,MAX DEF + 20| MIN DEF + 20| CRT DMG + 0.05
血量 + 250|能量 + 100|,血量 + 250|能量 + 100|,HP + 250| MP + 100|
能量 + 200|血量 + 125|,能量 + 200|血量 + 125|,MP + 200| H[ + 125|
额外金币 + 30|,额外金币 + 30|,Extra gold + 30|
幸运值 + 6|,幸运值 + 6|,LUK + 6|
冰属性攻击 + 25|冰属性防御 + 15|暴击率 + 0.01,冰属性攻击 + 25|冰属性防御 + 15|暴击率 + 0.01,Ice ATK + 25| ice DEF + 15| CRT + 0.01
火属性攻击 + 25|火属性防御 + 15|暴击率 + 0.01,火属性攻击 + 25|火属性防御 + 15|暴击率 + 0.01,Fire ATK + 25| fire DEF + 15| CRT + 0.01
毒属性攻击 + 25|毒属性防御 + 15|暴击率 + 0.01,毒属性攻击 + 25|毒属性防御 + 15|暴击率 + 0.01,toxic ATK + 25| toxic DEF + 15| CRT + 0.01
光属性攻击 + 25|光属性防御 + 15|暴击率 + 0.01,光属性攻击 + 25|光属性防御 + 15|暴击率 + 0.01,Light ATK + 25| light DEF + 15| CRT + 0.01
暗属性攻击 + 25|暗属性防御 + 15|暴击率 + 0.01,暗属性攻击 + 25|暗属性防御 + 15|暴击率 + 0.01,Dark ATK + 25| dark DEF + 15| CRT + 0.01
使用可以直接返回城镇（不损失装备材料）,使用可以直接返回城镇（不损失装备材料）,can be used directly  for return (without loss of equipment materials)
微微发光的宝石，使用后可以驱散迷雾,微微发光的宝石，使用后可以驱散迷雾,Glowing stones can be used to disperse fog
立即恢复500生命,立即恢复500生命,Immediately recover 500 HP
立即恢复1000生命,立即恢复1000生命,Immediately recover 1000 HP
立即恢复2000生命,立即恢复2000生命,Immediately recover 2000 HP
立即恢复3000生命,立即恢复3000生命,Immediately recover 3000 HP
立即恢复4000生命,立即恢复4000生命,Immediately recover 4000 HP
立即恢复5000生命,立即恢复5000生命,Immediately recover 5000 HP
立即恢复7000生命,立即恢复7000生命,Immediately recover 7000 HP
立即恢复10000生命,立即恢复10000生命,Immediately recover 10000 HP
立即恢复13000生命,立即恢复13000生命,Immediately recover 13000 HP
立即恢复18000生命,立即恢复18000生命,Immediately recover 18000 HP
立即恢复10%最大生命值,立即恢复10%最大生命值,Recover 10% max HP immediately.
立即恢复30%最大生命值,立即恢复30%最大生命值,Recover 30% max HP immediately.
立即恢复50%最大生命值,立即恢复50%最大生命值,Recover 50% max HP immediately.
立即恢复100%最大生命值,立即恢复100%最大生命值,Recover 100% max HP immediately.
立即恢复500能量,立即恢复500能量,Recover 500 MP immediately
立即恢复1000能量,立即恢复1000能量,Recover 1000 MP immediately
立即恢复2000能量,立即恢复2000能量,Recover 2000 MP immediately
立即恢复3000能量,立即恢复3000能量,Recover 3000 MP immediately
立即恢复4000能量,立即恢复4000能量,Recover 4000 MP immediately
立即恢复5000能量,立即恢复5000能量,Recover 5000 MP immediately
立即恢复7000能量,立即恢复7000能量,Recover 7000 MP immediately
立即恢复10000能量,立即恢复10000能量,Recover 10000 MP immediately
立即恢复13000能量,立即恢复13000能量,Recover 13000 MP immediately
立即恢复18000能量,立即恢复18000能量,Recover 18000 MP immediately
立即恢复10%最大能量值,立即恢复10%最大能量值,Recover 10% MAX MP immediately.
立即恢复30%最大能量值,立即恢复30%最大能量值,Recover 30% MAX MP immediately.
立即恢复50%最大能量值,立即恢复50%最大能量值,Recover 50% MAX MP immediately.
立即恢复100%最大能量值,立即恢复100%最大能量值,Recover 100% MAX MP immediately.
同时恢复微量生命和能量,同时恢复微量生命和能量,Recovering traces life and energy at the same time
同时恢复少量生命和能量,同时恢复少量生命和能量,Recovering a small amount of HP & MP at the same time
同时恢复中量生命和能量,同时恢复中量生命和能量,Recovering a amount of HP & MP at the same time
同时恢复大量生命和能量,同时恢复大量生命和能量,Recovering plenty of HP & MP at the same time
加血30%加蓝30%，不要给玩家这个东西,加血30%加蓝30%，不要给玩家这个东西,Add 30% HP & MP
使用解毒草炼制，立即解除中毒,使用解毒草炼制，立即解除中毒,Use detoxification grass to refine  and neutralize toxic immediately .
使用壁炉草炼制，立即解除冰冻,使用壁炉草炼制，立即解除冰冻,Use fireplace grass to refine  and unfreeze immediately.
使用天池水炼制，立即解除灼烧,使用天池水炼制，立即解除灼烧,Use Tianchi water to refine  and remove ignition immediately.
使用圣光能量炼制，立即解除致盲,使用圣光能量炼制，立即解除致盲,Use the holy light to refine and cancle the blindness immediately.
充满愈合之力，立即解除流血,充满愈合之力，立即解除流血,Full of healing power  immediately cancle the bleeding immediately.
清灵宝石的碎片，解除污染,清灵宝石的碎片，解除污染,Debris from Qingling gem   to cancle the effect of pollution
精灵之王的萃取，解除精灵之火,精灵之王的萃取，解除精灵之火,The extraction of the Elven King and relieves the spirit fire.
沉默之力，立即解除咆哮,沉默之力，立即解除咆哮,The power of silence  immediately cancle the effect of roar.
使用破咒草炼制，立即解除沉默,使用破咒草炼制，立即解除沉默,Use the curse grass to refine  and immediately cancle the effect of silence.
回到过去，立即解除所有异常,回到过去，立即解除所有异常,Back to the past  remove all exceptions immediately.
使用后免疫3次中毒,使用后免疫3次中毒,immune to toxic 3 times after use
使用后免疫3次冰冻,使用后免疫3次冰冻,immune to frozen 3 times after use
使用后免疫3次灼烧,使用后免疫3次灼烧,immune to burnning 3 times after use
使用后免疫3次致盲,使用后免疫3次致盲,immune to blindness 3 times after use
使用后免疫3次流血,使用后免疫3次流血,immune to bleeding 3 times after use
使用后免疫3次污染,使用后免疫3次污染,immune to pollution 3 times after use
使用后免疫3次精灵之火,使用后免疫3次精灵之火,immune to elf fire 3 times after use
使用后免疫3次咆哮,使用后免疫3次咆哮,immune to roar 3 times after use
使用后免疫3次沉默,使用后免疫3次沉默,immune to silence 3 times after use
使用后免疫3次眩晕,使用后免疫3次眩晕,immune to dizziness 3 times after use
使用后免疫3次所有异常状态,使用后免疫3次所有异常状态,immune to all abnormal condition 3 times after use
使用后传送到下一层的随机位置上,使用后传送到下一层的随机位置上,Send it to the next level randomly.
曾经的霸者的证明，使用后有未知的结果,曾经的霸者的证明，使用后有未知的结果,unknown results might be traggerd  after use  according to the ex-bully
使用后可以了解地狱双头犬的弱点，提升提升少量对地狱双头犬的伤害,使用后可以了解地狱双头犬的弱点，提升提升少量对地狱双头犬的伤害,After using it  you can realize the weakness of Cerberus and enhance the damage for Cerberus.
使用后可以了解恶龙的弱点，提升少量对恶龙的伤害,使用后可以了解恶龙的弱点，提升少量对恶龙的伤害,After using it  you can realize the weakness of Dragon and enhance the damage for Dragon.
使用后可以了解哥布林的弱点，提升少量对哥布林的伤害,使用后可以了解哥布林的弱点，提升少量对哥布林的伤害,After using it  you can realize the weakness of Goblin and enhance the damage for Golblins.
使用后可以了解骷髅的弱点，提升少量对骷髅的伤害,使用后可以了解骷髅的弱点，提升少量对骷髅的伤害,After using it  you can realize the weakness of Skeleton and enhance the damage for Skeleton.
使用后可以了解食人花的弱点，提升少量对食人花的伤害,使用后可以了解食人花的弱点，提升少量对食人花的伤害,After using it  you can realize the weakness of CannibalPlant and enhance the damage for CannibalPlant.
使用后可以了解地狱鬼火的弱点，提升少量对地鬼火的伤害,使用后可以了解地狱鬼火的弱点，提升少量对地鬼火的伤害,After using it  you can realize the weakness of Ghost Fire and enhance the damage for Ghost Fire.
使用后可以了解牛头人的弱点，提升少量对牛头人的伤害,使用后可以了解牛头人的弱点，提升少量对牛头人的伤害,After using it  you can realize the weakness of Tauren and enhance the damage for Tauren.
使用后可以了解食尸鬼的弱点，提升少量对食尸鬼的伤害,使用后可以了解食尸鬼的弱点，提升少量对食尸鬼的伤害,After using it  you can realize the weakness of Gouls and enhance the damage for Gouls.
使用后可以了解鹰身女妖的弱点，提升少量对鹰身女妖的伤害,使用后可以了解鹰身女妖的弱点，提升少量对鹰身女妖的伤害,After using it  you can realize the weakness of Banshee and enhance the damage for Banshee.
使用后可以了解史莱姆的弱点，提升少量对史莱姆的伤害,使用后可以了解史莱姆的弱点，提升少量对史莱姆的伤害,After using it  you can realize the Slime of Orthrus and enhance the damage for Slime.
使用后可以了解兽人的弱点，提升少量对兽人的伤害,使用后可以了解兽人的弱点，提升少量对兽人的伤害,After using it  you can realize the weakness of orcs and enhance the damage for orcs.
使用后可以了解德鲁伊的弱点，提升少量对德鲁伊的伤害,使用后可以了解德鲁伊的弱点，提升少量对德鲁伊的伤害,After using it  you can realize the weakness of Druid and enhance the damage for Druid.
使用后可以了解美杜莎的弱点，提升少量对美杜莎的伤害,使用后可以了解美杜莎的弱点，提升少量对美杜莎的伤害,After using it  you can realize the weakness of Medusa and enhance the damage for Medusa.
使用后可以了解元素的弱点，提升少量对元素的伤害,使用后可以了解元素的弱点，提升少量对元素的伤害,After using it  you can realize the weakness of Element and enhance the damage for Element.
使用后可以了解圣甲虫的弱点，提升少量对圣甲虫的伤害,使用后可以了解圣甲虫的弱点，提升少量对圣甲虫的伤害,After using it  you can realize the weakness of Scarab and enhance the damage for Scarab.
使用后可以了解吸血鬼的弱点，提升少量对吸血鬼的伤害,使用后可以了解吸血鬼的弱点，提升少量对吸血鬼的伤害,After using it  you can realize the weakness of vampires and enhance the damage for vampires.
使用后可以了解奇美拉的弱点，提升少量对奇美拉的伤害,使用后可以了解奇美拉的弱点，提升少量对奇美拉的伤害,After using it  you can realize the weakness of Chimera and enhance the damage for Chimera.
使用后可以了解泰坦的弱点，提升少量对泰坦的伤害,使用后可以了解泰坦的弱点，提升少量对泰坦的伤害,After using it  you can realize the weakness of Titan and enhance the damage for Titan.
使用后可以削弱地狱双头犬的力量,使用后可以削弱地狱双头犬的力量,After use  it can weaken the strength of the Cerberus.
使用后可以削弱恶龙的力量,使用后可以削弱恶龙的力量,After use  it can weaken the strength of the hare double headed dog.
使用后可以削弱哥布林的力量,使用后可以削弱哥布林的力量,It can weaken the power of goblin.
使用后可以削弱骷髅的力量,使用后可以削弱骷髅的力量,After use  it can weaken the strength of the skeleton.
使用后可以削弱食人花的力量,使用后可以削弱食人花的力量,After use  you can weaken the power of cannibalplant.
使用后可以削弱鬼火的力量,使用后可以削弱鬼火的力量,After use  you can weaken the power of wildfire.
使用后可以削弱牛头人的力量,使用后可以削弱牛头人的力量,It can weaken the strength of Tauren.
使用后可以削弱食尸鬼的力量,使用后可以削弱食尸鬼的力量,After use  it can weaken the power of ghouls.
使用后可以削弱鹰身女妖的力量,使用后可以削弱鹰身女妖的力量,After use  it can weaken the power of the Banshee.
使用后可以削弱史莱姆的力量,使用后可以削弱史莱姆的力量,It can weaken the power of slime.
使用后可以削弱兽人的力量,使用后可以削弱兽人的力量,After use  it can weaken the strength of orcs.
使用后可以削弱德鲁伊的力量,使用后可以削弱德鲁伊的力量,It can weaken the power of Druid.
